N,P,K,temperature,humidity,ph,rainfall,label
91.0,84.0,52.0,29.14827211,78.71024836,6.390741836,117.536781,banana
80.0,90.0,47.0,26.59743595,79.35898915,6.21084479,107.3944717,banana
101.0,70.0,48.0,25.36059237,75.03193255,6.012696655,116.5531455,banana
108.0,89.0,53.0,29.12036889,80.18080728,5.908770059,112.3982055,banana
100.0,80.0,52.0,27.53911354,77.25629897,6.049801781,110.3262123,banana
109.0,91.0,53.0,29.66727337,83.51014178,6.010095853,110.2511102,banana
82.0,78.0,46.0,25.05802193,84.97323747,5.738678895,110.4408803,banana
106.0,70.0,55.0,25.86824781,78.52399914,5.74055541,116.3019555,banana
90.0,86.0,52.0,25.85036988,81.95580471,5.793260262,119.0856171,banana
83.0,95.0,50.0,26.51682337,77.79913575,5.50947065,108.8547508,banana
119.0,90.0,48.0,28.66725136,79.59242542,5.986442306,118.2583441,banana
107.0,72.0,45.0,28.14938935,81.54448882,5.790768046,91.40508414,banana
116.0,81.0,55.0,26.42313317,83.6995044,5.915546415,95.12322062,banana
101.0,75.0,50.0,26.59386409,81.40740301,6.242528278,109.9825551,banana
93.0,81.0,50.0,27.71822477,76.57853189,6.036079266,102.2099836,banana
95.0,75.0,45.0,28.98333432,82.95958244,5.829898502,109.022564,banana
107.0,71.0,55.0,29.42017919,83.96754496,6.088064451,117.229079,banana
83.0,94.0,47.0,27.39872329,81.10523402,6.469370954,112.1355384,banana
102.0,73.0,54.0,26.4020227,84.41007614,5.720726906,111.0162259,banana
86.0,79.0,45.0,27.81251452,82.69285419,5.80766417,99.20961514,banana
117.0,86.0,53.0,25.19640218,83.55829874,5.703381728,115.8586081,banana
111.0,79.0,53.0,28.31193338,75.77363772,6.165001278,119.695765,banana
95.0,74.0,50.0,25.90113128,80.47152737,6.002481605,110.10323,banana
91.0,75.0,55.0,27.48612983,76.11239849,6.212369363,109.2768851,banana
93.0,83.0,46.0,29.38254012,83.50423735,5.765308943,109.2486647,banana
92.0,85.0,51.0,29.22118628,81.08183635,5.740764682,108.8616474,banana
104.0,80.0,54.0,27.09062164,81.33506906,5.879119455,110.1331182,banana
103.0,72.0,51.0,26.12643374,81.81365007,6.099478745,104.4812858,banana
92.0,75.0,45.0,29.01207743,77.95192527,5.674403359,90.43495443,banana
93.0,85.0,49.0,27.96799119,79.28625709,5.694243847,119.4765557,banana
120.0,87.0,52.0,28.0764455,76.05522115,5.905494703,118.9923573,banana
108.0,72.0,46.0,25.16278237,84.97849241,6.110844721,90.94554618,banana
105.0,88.0,54.0,25.78749808,84.51194224,6.020445317,114.2005455,banana
98.0,79.0,50.0,25.34119774,84.47321314,6.435917308,91.06493353,banana
111.0,88.0,55.0,29.44795403,78.34971537,5.505393833,96.45042585,banana
97.0,74.0,45.0,26.47522633,78.51833782,5.677719902,113.1161095,banana
95.0,82.0,48.0,27.39489579,83.31172003,5.719014989,92.78133617,banana
89.0,91.0,55.0,25.08347445,80.261731,6.275572298,94.32961456,banana
89.0,85.0,55.0,26.6719835,76.48541655,6.275384607,91.73358569,banana
118.0,88.0,51.0,25.44926208,79.49221962,6.201911642,100.6619171,banana
101.0,92.0,45.0,28.22776705,80.6430384,5.758054257,98.00403016,banana
99.0,92.0,47.0,28.1279509,77.48247073,6.323933647,103.5045395,banana
82.0,77.0,46.0,28.9470467,82.1888998,5.901100841,95.83016448,banana
90.0,86.0,55.0,27.96236771,84.15403614,5.644486582,97.55986676,banana
95.0,88.0,52.0,28.00316034,78.90085998,6.235461772,94.68180316,banana
104.0,73.0,46.0,29.1400919,80.1190228,6.28236237,90.45142867,banana
102.0,73.0,52.0,27.9122104,83.36307683,6.356090905,90.24211529,banana
100.0,74.0,52.0,25.43480512,81.53977797,5.837258235,96.47800391,banana
94.0,89.0,48.0,28.55980972,84.51602322,5.653437902,111.0843029,banana
99.0,70.0,46.0,26.59580783,82.99556744,5.727469947,100.5123341,banana
112.0,87.0,48.0,27.19711623,77.3970629,6.200111068,99.46950465,banana
117.0,82.0,45.0,25.29391516,79.29122198,5.614471478,105.4220251,banana
96.0,86.0,51.0,29.90888522,76.98740841,6.257369799,91.99964712,banana
113.0,85.0,45.0,27.94972463,76.63713353,6.037430836,109.0921631,banana
105.0,93.0,46.0,25.01018457,78.76260938,5.760457558,108.3690513,banana
85.0,89.0,51.0,29.21144871,84.70189923,6.158164422,108.5501443,banana
108.0,94.0,47.0,27.35911627,84.54625006,6.387431383,90.81250457,banana
92.0,81.0,52.0,28.0106804,76.52808057,5.891413895,103.7040783,banana
110.0,71.0,54.0,28.67208915,82.20793613,5.725418961,94.37987496,banana
82.0,75.0,55.0,27.34585147,78.4873835,6.281069505,92.15524332,banana
117.0,81.0,53.0,29.50704598,78.20585613,5.507641778,98.12565829,banana
2.0,40.0,27.0,29.73770045,47.54885174,5.954626604,90.09586854,mango
39.0,24.0,31.0,33.55695561,53.72979826,4.757114897,98.67527561,mango
21.0,26.0,27.0,27.00315545,47.67525434,5.699586972,95.85118326,mango
25.0,22.0,25.0,33.56150184,45.53556603,5.977413803,95.70525913,mango
0.0,21.0,32.0,35.89855625,54.25964196,6.430139436,92.19721736,mango
20.0,19.0,35.0,34.17719782,50.62161586,6.113935087,98.00687989,mango
19.0,21.0,34.0,30.01592643,53.19212381,5.074272692,97.72843182,mango
18.0,17.0,31.0,31.74592134,45.16127859,5.667507706,93.75441586,mango
11.0,36.0,33.0,35.99009679,52.22780489,5.978634285,95.3713484,mango
30.0,28.0,30.0,31.86641378,52.19331595,5.064613314,98.46768642,mango
18.0,19.0,27.0,27.75518664,52.34605806,4.772385986,94.11213345,mango
23.0,23.0,27.0,34.72413192,51.4271781,5.161148592,97.31258083,mango
37.0,30.0,34.0,27.53907547,53.63549533,6.797779227,99.35408185,mango
11.0,27.0,30.0,27.69637763,48.5622488,6.39474303,89.85646496,mango
12.0,19.0,31.0,27.25373364,52.66319725,5.566704378,91.87312479,mango
3.0,28.0,33.0,30.33723921,48.88704844,5.755049971,94.42850522,mango
37.0,38.0,32.0,31.85744939,45.53106268,5.417340525,91.55845821,mango
26.0,37.0,30.0,35.39986338,49.45962621,6.166173834,97.41054011,mango
14.0,18.0,30.0,29.80747243,52.13797867,5.191265116,95.74606104,mango
40.0,16.0,35.0,34.16438906,54.16482251,4.954739564,98.33351125,mango
4.0,20.0,25.0,28.93270187,47.94053996,5.664587011,99.9834242,mango
36.0,25.0,33.0,27.98392787,53.33018851,5.548584852,99.61465679,mango
30.0,17.0,31.0,31.20478173,54.49960506,6.804437106,94.62954663,mango
28.0,37.0,28.0,32.13409675,50.52559148,6.097869767,98.63333684,mango
38.0,15.0,30.0,28.91862016,48.13974548,5.075504537,97.01331604,mango
12.0,37.0,30.0,31.09779147,47.41196659,4.546466109,90.28624348,mango
38.0,19.0,31.0,34.73823882,49.08864345,5.855119268,90.65022183,mango
8.0,33.0,29.0,29.98080499,49.48613279,6.442393461,91.82271568,mango
15.0,27.0,28.0,33.80398664,46.12866113,4.507523551,90.82549241,mango
34.0,16.0,25.0,30.07202564,50.96040505,6.10729559,92.09609766,mango
11.0,36.0,31.0,27.92063282,51.77965917,6.47544932,100.2585673,mango
33.0,29.0,34.0,31.40948821,49.21729127,6.832979509,92.99739415,mango
12.0,31.0,26.0,35.7877738,51.94190321,5.395275719,100.2160615,mango
12.0,34.0,28.0,33.36140093,45.02236377,6.13526938,98.81596545,mango
5.0,16.0,31.0,35.96054636,48.69677802,4.555688532,98.00644238,mango
1.0,30.0,29.0,28.33333307,51.39586505,6.434197756,91.67241761,mango
16.0,35.0,31.0,32.27652024,50.19368841,5.316875978,95.99487068,mango
35.0,18.0,26.0,31.99490489,50.84881347,5.279388967,97.38741498,mango
4.0,40.0,26.0,27.58258929,48.56916221,6.720041791,95.8445641,mango
9.0,29.0,34.0,29.38471637,45.88744691,5.72742254,100.8124659,mango
2.0,38.0,33.0,32.38697531,53.2328243,4.691396195,90.21633216,mango
26.0,32.0,32.0,30.91471455,49.92963856,6.810186079,90.14047759,mango
34.0,38.0,31.0,35.37775595,45.58110023,6.454045329,97.41586402,mango
5.0,32.0,33.0,32.32362177,52.5896771,5.842763773,93.36718816,mango
31.0,29.0,26.0,28.22373428,47.40519056,5.024124684,97.76832322,mango
34.0,34.0,35.0,27.27433181,47.16808054,6.422710539,95.257992,mango
36.0,19.0,32.0,27.10710832,50.70880979,4.94295037,92.37238878,mango
7.0,17.0,26.0,34.89226666,48.75613373,6.414526606,91.63074547,mango
38.0,15.0,27.0,33.7462686,48.50387598,6.777788126,92.26439205,mango
5.0,19.0,25.0,27.3511056,54.43945147,6.441328044,96.27792547,mango
37.0,36.0,26.0,32.89300162,52.61323969,4.650536197,94.49161372,mango
21.0,31.0,32.0,35.38598705,51.42664176,5.254532213,90.29643888,mango
37.0,36.0,27.0,27.5529736,47.90859131,5.910634533,90.40332704,mango
23.0,23.0,30.0,32.82141065,47.45553843,4.755273631,90.89173106,mango
36.0,26.0,26.0,30.17294105,51.0845903,6.814630246,95.23444287,mango
24.0,33.0,35.0,29.26382931,54.82257868,5.342866119,100.7586226,mango
26.0,18.0,30.0,32.06097197,51.08494181,6.336234624,96.59816497,mango
22.0,17.0,26.0,28.69818144,47.71875722,4.754435025,99.642454,mango
11.0,34.0,32.0,29.14305008,49.40983294,6.831706773,97.55155537,mango
29.0,35.0,28.0,28.3471611,53.53903102,6.967417766,90.40260445,mango
22.0,28.0,26.0,27.67256197,45.41692012,4.947683034,92.84991507,mango
23.0,24.0,32.0,28.1218093,46.16888595,5.630619901,93.30247448,mango
1.0,35.0,34.0,30.79375683,46.69536813,6.27339822,92.21318555,mango
2.0,24.0,34.0,28.89409382,54.80750249,6.472774648,94.76322976,mango
39.0,37.0,25.0,33.33024826,45.61143594,6.953246506,98.28583013,mango
15.0,36.0,27.0,27.78912455,53.96886679,5.643710216,91.01152997,mango
3.0,18.0,31.0,31.65333432,48.20662669,6.392313973,91.09745581,mango
8.0,38.0,32.0,29.75150773,46.73723302,4.981816523,91.405983,mango
33.0,31.0,34.0,31.32995611,50.22287593,5.421265283,89.78216168,mango
14.0,29.0,32.0,35.63627319,48.97047762,6.942520105,97.51952041,mango
18.0,20.0,26.0,31.66524687,51.98594645,5.435840509,89.98024312,mango
9.0,21.0,32.0,32.26935342,53.56092806,5.870116071,95.94035356,mango
20.0,30.0,27.0,27.81005614,51.59445462,4.74910393,95.89898581,mango
9.0,38.0,25.0,34.58561471,50.34035336,5.497946899,100.3060719,mango
26.0,24.0,34.0,31.27180992,52.23810152,6.811291098,89.74409017,mango
31.0,36.0,29.0,33.93679864,52.72170281,6.460542749,97.4611918,mango
14.0,18.0,35.0,31.09154239,47.02058367,4.791146778,91.46664318,mango
40.0,16.0,35.0,31.89356292,49.02450149,6.4841522,89.59371481,mango
28.0,27.0,34.0,32.45465292,50.69693751,6.526654345,95.04871605,mango
0.0,17.0,30.0,35.47478322,47.97230503,6.279133738,97.79072474,mango
1.0,29.0,29.0,27.32961444,49.30347234,6.052026047,93.53197359,mango
2.0,36.0,31.0,30.90225239,49.95955487,5.73171945,91.77522598,mango
12.0,27.0,26.0,29.09382275,45.5661059,5.32307197,96.23520043,mango
7.0,28.0,35.0,30.02086169,46.78393776,4.66910839,96.63721027,mango
0.0,36.0,26.0,34.13072188,51.25786185,5.101206389,96.38808001,mango
26.0,35.0,31.0,33.44619894,53.05980465,5.339556562,98.05089394,mango
27.0,21.0,30.0,35.3915464,52.48823147,5.061081874,91.22881052,mango
22.0,38.0,31.0,31.53356352,53.06009323,5.821106036,98.57025046,mango
22.0,18.0,31.0,30.7645515,47.93791463,5.956027059,90.38503469,mango
28.0,23.0,28.0,30.01821337,50.0983181,5.676032581,96.08745082,mango
7.0,31.0,27.0,31.32863689,47.59319575,6.524114355,94.67344737,mango
29.0,34.0,26.0,33.88004781,54.39416048,6.273953676,89.29147581,mango
8.0,37.0,33.0,28.07802689,54.9640534,6.128167757,97.45373619,mango
39.0,16.0,27.0,35.53845018,52.94641947,4.934964765,91.54560427,mango
40.0,24.0,25.0,28.70595247,50.44030129,5.445008416,95.8946444,mango
19.0,38.0,26.0,31.48451729,48.77926304,4.525722333,93.17221967,mango
21.0,21.0,30.0,27.69819273,51.41593238,5.403908328,100.7720705,mango
22.0,18.0,33.0,30.41235793,52.48100602,6.621623545,93.92375879,mango
31.0,20.0,30.0,32.17752026,54.01352682,6.207495815,91.88766069,mango
18.0,26.0,31.0,32.6112614,47.74916499,5.418475257,91.10190759,mango
24.0,130.0,195.0,29.99677232,81.54156612,6.112305667,67.12534492,grapes
13.0,144.0,204.0,30.7280404,82.42614055,6.092241627,68.38135469,grapes
22.0,123.0,205.0,32.44577836,83.88504863,5.896343436,68.73932528,grapes
36.0,125.0,196.0,37.46566825,80.65968681,6.15526103,66.83872293,grapes
24.0,131.0,196.0,22.03296178,83.74372787,5.732453638,65.34440794,grapes
2.0,123.0,198.0,39.64851881,82.21079946,6.253034534,70.39906054,grapes
35.0,140.0,197.0,16.77557314,82.75241875,6.106190557,66.76285469,grapes
11.0,122.0,195.0,12.14190714,83.56812483,5.647202395,69.63122027,grapes
6.0,123.0,203.0,12.7567962,81.62497448,6.130310493,66.77844567,grapes
17.0,134.0,204.0,39.04071989,80.18393287,6.499604931,73.88467027,grapes
25.0,130.0,197.0,39.70772192,82.68593454,5.554831977,74.91506217,grapes
27.0,145.0,205.0,9.467960445,82.29335466,5.800242694,66.02765219,grapes
9.0,122.0,201.0,29.58748357,80.91934392,5.570290539,68.06417307,grapes
16.0,139.0,203.0,17.82803682,80.96093443,6.27564088,65.84748763,grapes
32.0,141.0,204.0,8.825674745,82.89753705,5.536645599,67.235765,grapes
22.0,138.0,195.0,27.83487131,83.51444973,6.208196881,73.02882766,grapes
31.0,144.0,202.0,11.02105378,80.55557235,5.870600622,68.23963161,grapes
3.0,136.0,205.0,17.5862944,80.84806564,6.334771461,71.4065452,grapes
28.0,122.0,197.0,19.89363946,82.73366439,5.856575335,69.66256816,grapes
4.0,136.0,204.0,29.93707596,81.77713468,5.898944282,65.52279323,grapes
39.0,145.0,201.0,36.73126647,80.58931938,5.775600435,72.24230804,grapes
38.0,132.0,197.0,20.42094753,81.54185044,5.931101816,66.93065667,grapes
36.0,133.0,198.0,25.51939719,83.98351748,6.2286454,69.17281221,grapes
25.0,121.0,201.0,30.50734778,82.71775569,5.594240603,70.08200379,grapes
15.0,125.0,199.0,18.4269936,80.55625868,5.569230319,69.75734306,grapes
24.0,140.0,205.0,12.087022,83.59398734,5.93202852,68.66813363,grapes
13.0,132.0,203.0,23.60115364,82.48336987,6.423216506,73.23901752,grapes
5.0,126.0,197.0,12.80000387,81.20876367,6.417500829,67.10439401,grapes
30.0,120.0,200.0,38.06099482,82.24729637,6.234904253,65.70148216,grapes
23.0,142.0,197.0,39.06555518,82.03812973,6.000573725,69.30772897,grapes
26.0,135.0,203.0,33.78372897,81.16314317,5.685102769,74.53557341,grapes
7.0,126.0,203.0,16.76201707,82.00335557,5.662140095,73.28712806,grapes
32.0,139.0,198.0,35.89307536,82.66850729,6.358186848,66.53946559,grapes
9.0,141.0,202.0,21.01245395,81.17931863,6.119495295,66.38448261,grapes
20.0,142.0,196.0,10.89875873,80.01639435,6.207600783,68.69420397,grapes
32.0,129.0,201.0,16.36251869,83.00471609,6.48754639,71.55665483,grapes
3.0,134.0,199.0,20.28370163,81.32235739,5.81717753,71.06611222,grapes
38.0,138.0,204.0,25.11108456,83.25447587,6.325480034,73.01026829,grapes
14.0,131.0,198.0,33.4641162,83.86742974,5.562790949,67.92204319,grapes
20.0,122.0,204.0,11.7976469,80.86325389,6.487369687,65.06962486,grapes
40.0,126.0,201.0,11.36300891,80.03100049,6.116982944,71.18289431,grapes
36.0,128.0,204.0,25.23542319,80.68700527,5.695792761,67.03840888,grapes
11.0,132.0,197.0,15.99050693,81.23966573,5.734317007,74.40198861,grapes
0.0,137.0,195.0,22.4359017,80.18612085,6.329499832,65.3973168,grapes
19.0,123.0,200.0,34.76086052,81.03544763,6.167013532,65.70430027,grapes
31.0,136.0,197.0,31.11047251,83.34010951,5.653776058,71.43001582,grapes
4.0,134.0,200.0,28.57828803,80.95628959,5.840256272,73.34232097,grapes
39.0,139.0,201.0,41.18664903,81.01783402,5.539980812,68.68895899,grapes
8.0,127.0,196.0,27.02766138,83.17093908,5.833302165,70.95666003,grapes
39.0,138.0,203.0,21.19339319,82.33098331,6.399433771,74.62834921,grapes
32.0,120.0,204.0,10.38004759,83.44518113,6.138958698,67.3917379,grapes
12.0,142.0,203.0,31.3115978,82.56407013,5.972850838,65.01095312,grapes
8.0,133.0,195.0,20.46657776,80.97598029,6.456079585,71.29813872,grapes
8.0,139.0,199.0,29.36947679,81.53996362,6.336426667,66.13442813,grapes
21.0,134.0,202.0,10.72302459,80.02130636,6.425419926,65.2982112,grapes
40.0,140.0,195.0,14.97846952,80.49979873,6.294395676,71.63437433,grapes
39.0,127.0,202.0,15.3246651,81.67215994,6.477768039,71.60102999,grapes
19.0,120.0,195.0,18.73932187,81.12109244,5.931538447,73.55807954,grapes
21.0,139.0,201.0,19.3642553,83.36094029,5.980598579,67.15094741,grapes
17.0,136.0,195.0,41.20733624,81.61051026,6.389783283,65.90227462,grapes
33.0,139.0,203.0,33.34214482,82.51034633,5.693287415,70.68098614,grapes
22.0,133.0,201.0,23.81995682,80.12211649,6.00299607,67.2739864,grapes
32.0,130.0,196.0,40.66012294,81.24995984,6.372959542,74.03030056,grapes
37.0,135.0,205.0,11.82768186,80.2827185,5.510924849,74.10225057,grapes
15.0,140.0,195.0,13.28504331,83.54193816,5.69945282,65.80006004,grapes
39.0,132.0,196.0,35.83089092,83.32560104,5.778594403,73.67984885,grapes
40.0,121.0,199.0,26.18159716,81.03886263,6.315586313,66.05911698,grapes
40.0,132.0,202.0,24.57558351,80.70695797,5.971813006,69.706113,grapes
29.0,142.0,203.0,29.67229086,83.71498986,5.891195653,66.48490371,grapes
32.0,121.0,199.0,39.37102553,81.25353895,6.129812716,74.08101744,grapes
6.0,140.0,205.0,17.66558428,82.92903419,6.313085601,69.8671263,grapes
8.0,120.0,196.0,24.06679352,82.66396666,6.053662544,69.81855775,grapes
34.0,133.0,202.0,15.31413469,80.09711412,5.804799142,74.82144653,grapes
35.0,135.0,199.0,21.77466746,80.54942557,6.400719746,69.39630398,grapes
16.0,145.0,199.0,26.91624843,80.76838926,5.953966361,69.30927185,grapes
8.0,136.0,201.0,41.65602996,82.22118237,5.609255992,74.19664838,grapes
25.0,129.0,195.0,17.98667801,81.17712085,5.777271492,72.37127689,grapes
16.0,130.0,201.0,29.12033769,82.79092939,5.682395429,68.8503047,grapes
39.0,129.0,203.0,34.38922481,83.18392806,5.863996687,71.03001556,grapes
38.0,135.0,203.0,41.36106301,82.79782954,6.444373116,69.92107482,grapes
33.0,120.0,205.0,35.12158265,82.26890793,5.550832178,69.71518491,grapes
35.0,125.0,204.0,19.6491772,80.15215777,6.107741788,73.69529586,grapes
1.0,132.0,200.0,16.27852801,82.94270065,5.620745638,66.57462809,grapes
39.0,140.0,203.0,21.11903604,80.63399198,6.349875906,69.27779761,grapes
28.0,145.0,202.0,19.2077707,82.9042841,6.484323189,66.83113717,grapes
6.0,128.0,200.0,25.96308415,82.57813624,5.838748311,70.31782647,grapes
6.0,139.0,199.0,25.67385024,81.6212135,6.29099842,74.10919422,grapes
29.0,122.0,196.0,41.94865736,81.15595212,5.638328481,73.06862952,grapes
37.0,144.0,197.0,11.18994268,80.8084305,6.415555956,66.34234944,grapes
38.0,120.0,197.0,17.5438296,82.94703302,6.323722572,73.77063744,grapes
38.0,141.0,198.0,13.05809741,80.28297993,5.757009965,70.75633584,grapes
14.0,121.0,203.0,9.724457611,83.74765639,6.158689406,74.46411148,grapes
6.0,125.0,204.0,27.92004934,82.93262435,5.733539807,69.92092839,grapes
32.0,138.0,197.0,9.535585543,80.73112694,5.908724337,69.44115171,grapes
11.0,124.0,204.0,13.42988625,80.06633966,6.361141107,71.40043037,grapes
23.0,138.0,200.0,9.851242629,80.22631717,5.96537863,68.42802444,grapes
40.0,143.0,201.0,24.97256132,82.72828653,6.476757723,66.70016285,grapes
6.0,142.0,202.0,27.23708304,82.94573346,6.224542938,70.42508897,grapes
37.0,124.0,195.0,18.70679077,83.4795292,6.209928251,66.5964488,grapes
35.0,134.0,204.0,9.949929082,82.55138983,5.841138354,66.00817551,grapes
119.0,25.0,51.0,26.47330219,80.92254421,6.283818329,53.65742581,watermelon
119.0,19.0,55.0,25.18780042,83.44621709,6.818261383,46.87420883,watermelon
105.0,30.0,50.0,25.29954705,81.77527562,6.37620108,57.04147057,watermelon
114.0,8.0,50.0,24.74631269,88.30866319,6.581587932,57.95826144,watermelon
93.0,22.0,52.0,26.58740671,81.32563243,6.932739726,41.87540028,watermelon
80.0,26.0,55.0,24.53442564,88.989272,6.140099215,49.11618732,watermelon
85.0,27.0,45.0,26.0713757,88.7285657,6.467095849,57.79652846,watermelon
85.0,22.0,53.0,25.96534238,89.77076659,6.849471704,59.46338556,watermelon
82.0,22.0,45.0,26.22338015,85.34866045,6.512196212,54.60159289,watermelon
118.0,13.0,54.0,24.41311871,89.81574032,6.039584629,44.07843475,watermelon
83.0,25.0,53.0,26.49195283,80.04678201,6.057697106,57.72799157,watermelon
86.0,15.0,47.0,24.04355803,84.18406764,6.423898762,53.78929956,watermelon
101.0,10.0,47.0,25.5421695,83.31883376,6.936997681,57.57343233,watermelon
119.0,9.0,50.0,26.74550678,83.9195902,6.251286661,40.794305,watermelon
104.0,17.0,46.0,25.7131428,80.22972777,6.190015912,43.08961827,watermelon
95.0,12.0,51.0,25.76484262,84.1726996,6.681606702,44.22066914,watermelon
102.0,14.0,52.0,26.79489868,89.64815231,6.51075991,57.74091817,watermelon
109.0,21.0,55.0,24.9004602,89.73524177,6.770278088,57.44942094,watermelon
81.0,18.0,50.0,26.80750629,88.22874955,6.429788073,58.79889057,watermelon
103.0,17.0,51.0,25.11189154,80.02621335,6.209888345,44.20656987,watermelon
105.0,14.0,50.0,26.2148837,87.6883982,6.419052193,59.65590798,watermelon
97.0,8.0,52.0,24.9103226,86.97190046,6.237861736,49.48575692,watermelon
120.0,19.0,49.0,25.79448878,84.26830701,6.762471629,56.45229202,watermelon
95.0,16.0,55.0,25.26931156,87.55055105,6.612847999,40.12650421,watermelon
83.0,29.0,52.0,25.76402693,87.5931128,6.704688865,46.05122728,watermelon
83.0,9.0,45.0,25.85483596,89.13163965,6.049609892,46.85176955,watermelon
91.0,21.0,50.0,24.33528185,81.44030363,6.762030215,48.32113628,watermelon
116.0,5.0,54.0,25.37601283,80.99313508,6.65398725,57.23028471,watermelon
112.0,28.0,54.0,24.86094646,85.05318563,6.738030547,55.29563514,watermelon
88.0,29.0,51.0,24.71885473,88.94568335,6.095689937,48.45978627,watermelon
118.0,15.0,45.0,24.21495706,84.20576992,6.538006356,48.01138482,watermelon
92.0,21.0,48.0,25.81692236,82.043255,6.377427122,54.82963379,watermelon
106.0,14.0,45.0,24.47018505,84.16390229,6.417011754,57.26773002,watermelon
99.0,5.0,47.0,24.13078816,84.84494575,6.649086972,51.19470197,watermelon
98.0,8.0,51.0,26.1793464,86.52258079,6.25933595,49.43050977,watermelon
108.0,22.0,46.0,26.17668721,86.7295205,6.121168559,53.33484977,watermelon
119.0,7.0,55.0,26.03867719,84.6378378,6.031424482,44.3993381,watermelon
117.0,27.0,48.0,26.53259325,82.39053979,6.835268184,54.30660782,watermelon
109.0,10.0,53.0,26.81938687,87.8274604,6.551750306,46.06193778,watermelon
80.0,16.0,46.0,25.50405534,81.40297428,6.940236218,48.47833278,watermelon
100.0,18.0,52.0,26.20234499,80.38266489,6.87606733,56.47941847,watermelon
91.0,7.0,53.0,25.13735887,89.28272716,6.457216535,43.52897517,watermelon
86.0,6.0,53.0,25.92030221,83.47202566,6.921847888,42.10681516,watermelon
107.0,5.0,52.0,26.6634609,89.98405233,6.881425746,57.40847165,watermelon
103.0,16.0,49.0,24.06731461,81.64075303,6.915717008,51.75212401,watermelon
101.0,20.0,48.0,24.6774157,82.75411437,6.206247494,57.05709413,watermelon
85.0,25.0,47.0,26.11440416,87.64081095,6.29542477,58.48160844,watermelon
84.0,7.0,51.0,26.81530456,87.65694462,6.399669044,55.74073582,watermelon
102.0,28.0,54.0,25.15623099,80.27525115,6.862157042,55.49541453,watermelon
98.0,25.0,52.0,25.2801372,83.15393658,6.224066378,49.29456609,watermelon
97.0,25.0,50.0,26.22005978,80.90127035,6.093814669,49.08553937,watermelon
90.0,16.0,45.0,24.92093261,80.61750795,6.291540278,50.55710813,watermelon
95.0,12.0,46.0,26.21667586,81.01009354,6.32281728,54.65423596,watermelon
82.0,23.0,49.0,26.81383586,87.21986949,6.873283991,51.70497792,watermelon
82.0,25.0,51.0,24.31334971,87.47409052,6.074209622,48.11248366,watermelon
110.0,28.0,46.0,24.29105004,88.04541346,6.49889585,51.26046418,watermelon
118.0,21.0,51.0,24.42998931,86.33904774,6.678805092,48.58241822,watermelon
120.0,20.0,45.0,25.66576039,88.6984228,6.114128685,54.22722466,watermelon
91.0,7.0,52.0,25.07803672,83.46230461,6.405054243,56.39962921,watermelon
81.0,6.0,55.0,24.88910524,85.87059083,6.110142735,51.70699144,watermelon
101.0,13.0,54.0,25.42900869,82.91481799,6.828982708,56.34144589,watermelon
101.0,17.0,55.0,24.37118217,87.1269128,6.451499764,44.63907691,watermelon
111.0,6.0,53.0,26.4930645,88.59143088,6.313512999,46.06382209,watermelon
107.0,10.0,49.0,25.83202912,89.00481725,6.755192025,45.24690619,watermelon
115.0,11.0,46.0,24.41592661,89.39655519,6.623167177,40.32161859,watermelon
84.0,25.0,52.0,24.37190239,81.2514818,6.12532356,44.20899581,watermelon
120.0,7.0,47.0,24.24782473,83.03687902,6.653867608,54.7657624,watermelon
91.0,12.0,46.0,24.64458469,85.49938185,6.343942518,48.31219031,watermelon
89.0,22.0,52.0,24.89681131,86.10782926,6.217300786,53.14626213,watermelon
113.0,19.0,46.0,25.41864024,81.12122989,6.286387658,49.52320689,watermelon
97.0,22.0,50.0,26.26028739,86.14585891,6.7698938,58.97878791,watermelon
117.0,30.0,50.0,24.90123934,87.20772913,6.744966312,46.59207341,watermelon
90.0,14.0,52.0,24.84740848,89.20454622,6.391858432,59.67927244,watermelon
104.0,23.0,47.0,26.98212846,86.70068316,6.770434148,42.91292205,watermelon
81.0,16.0,45.0,26.90435747,86.25426228,6.727468157,59.75980023,watermelon
88.0,5.0,47.0,25.86475496,86.67468041,6.662244646,41.16554802,watermelon
92.0,7.0,45.0,26.70607759,81.14149505,6.944640222,51.51033554,watermelon
81.0,18.0,50.0,26.44019475,80.91934337,6.507110986,47.81847573,watermelon
111.0,5.0,55.0,26.283443,84.42478917,6.520663422,50.78669728,watermelon
108.0,23.0,51.0,26.84366082,83.85039964,6.106500787,40.228644,watermelon
113.0,30.0,50.0,26.03967219,83.9862443,6.277484043,43.87712348,watermelon
83.0,10.0,53.0,24.92994759,85.00802358,6.195142279,48.75859458,watermelon
101.0,11.0,51.0,25.50736962,84.24340241,6.792035575,44.2068997,watermelon
114.0,21.0,55.0,25.4438391,87.9392312,6.472756256,57.51549686,watermelon
99.0,6.0,45.0,26.12588914,86.5507939,6.000975617,40.71210074,watermelon
92.0,20.0,55.0,25.10474753,87.5267616,6.587791262,59.26519444,watermelon
92.0,7.0,48.0,26.27520631,86.63249555,6.956508826,54.38748495,watermelon
91.0,24.0,55.0,26.27061608,83.09194521,6.259086583,46.76837499,watermelon
110.0,21.0,54.0,26.73690828,87.82430156,6.747537642,47.46447019,watermelon
112.0,25.0,51.0,25.04746944,85.5667282,6.932537231,56.72496677,watermelon
